App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Search Term,Keyword,Match Type,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,rivo review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,rivio reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,rewievs amazon,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,revio reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviewsion,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews',amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,"reviews,io",amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews witg,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews trustoo.io,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews trustoo,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews trust,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews trussty,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews trostoo,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews tab,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews simulator,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews similator,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews premium,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews platform,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews manual,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews io,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews imporer,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews i,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews grid,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews gratuitas para o brasil,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews gratuitas,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews from bazaar voice,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews comments,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews bk,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews bar,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews aliexpres,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews ali,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,reviews ai,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review with im,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review widgets,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.166666,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review wid,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review tustopo,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review trustpilot,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review trust,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review topups,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review syndication,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review shopee,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.2,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review scroll,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review requests,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review request,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.166666,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review product page,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review multiplier,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review lai,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review it,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review imprit,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review imposter,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review importify,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,4.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review gratos,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review gratis,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review gallery,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review gala,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review form,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review f,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review email automation,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review display,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review counter,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review collect,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review client,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review carousul,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review caddy,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review bubbles,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review app for free,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review ap,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review analysis,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review amazon,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.125,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review aggretator,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review a[[,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,review & rating,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,real review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,ratings and reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.25,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,rating reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,rates and review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,quick amazon importer,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,pruduct review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,produits amazon,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,product reviews widget,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,product reviews myappgurus,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.111111,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,product reviews gratis,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,product reviews free,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,2.0,0.2,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,product review and ratings,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,10.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,produc review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,prime review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.055555,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,popup reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,poduct reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,panton amazon importer,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.25,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,my reviews on oxavia,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,10.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,monthly scent review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,mock reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,main menu reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,lox reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,loox prodcut reviews e photos,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,loop reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,list to amazon,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,lily review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,lilly review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,lia review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,lay reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,la reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.25,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,kudosi ali reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,kudosi ali review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,klaviyo-reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,k:reviews,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,justify reviews,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,junip review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,jujde me review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,jugvi review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,jugded me reviews,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,jugde.me review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judgeme reviews,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,1.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.product reviews,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me reviews resena,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me reviews logo judge.me review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me review grid,amazon reviews importer,broad,5.0,1,1,1.0,0,0.0,5.0,0.0,5.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.5,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me produch reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge.me aliexpress review,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge. m reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge me reviews im,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge me product reviews,amazon reviews importer,broad,5.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.166666,,,,,
Judge.me Product Reviews App,Search_EN_Features_2024.08.19,2026-02-24,2026-03-17,UTC,USD,judge me my review,amazon reviews importer,broad,5.0,1,1,1.0,1,1.0,5.0,5.0,5.0,4.0,1.0,,,,,
