Country Code,Campaign,Impressions,Clicks,Installs,Spend,Customers,Revenue
HU,ProductReview,154,46,33,122.6,2.0,75.44
HU,Review-variations,31,3,2,9.5,0.0,0.0
HU,Trust,18,3,3,13.0,0.0,0.0
ID,BrandProtection,10,1,1,0.2,0.0,0.0
ID,Competitors,21,2,2,6.0,0.0,0.0
ID,Features,43,1,1,5.0,0.0,0.0
ID,ProductReview,89,11,7,21.6,0.0,0.0
ID,Review-variations,44,2,1,7.5,0.0,0.0
ID,Trust,13,2,1,10.0,0.0,0.0
IE,BrandProtection,21,0,0,0.0,0.0,0.0
IE,Competitors,56,1,0,2.5,0.0,0.0
IE,Features,68,6,6,30.0,0.0,0.0
IE,ProductReview,137,18,13,46.5,0.0,0.0
IE,Review-variations,31,1,0,2.82,0.0,0.0
IE,Trust,21,1,1,5.0,0.0,0.0
IL,BrandProtection,51,1,0,0.2,0.0,0.0
IL,Competitors,246,10,8,29.0,0.0,0.0
IL,Features,177,11,4,57.5,0.0,0.0
IL,PLUS-ProductReview,2,0,0,0.0,0.0,0.0
IL,ProductReview,416,54,35,126.5,3.0,45.0
IL,Review-variations,72,3,3,12.5,0.0,0.0
IL,Trust,32,1,1,5.0,0.0,0.0
IM,Competitors,2,0,0,0.0,0.0,0.0
IM,Features,0,0,0,0.0,0.0,0.0
IM,ProductReview,2,0,0,0.0,0.0,0.0
IM,Review-variations,0,0,0,0.0,0.0,0.0
IN,BrandProtection,1627,106,85,21.8,1.0,15.23
IN,Competitors,2782,134,103,386.0,0.0,0.0
IN,Features,5652,338,251,1604.8,0.0,0.0
IN,PLUS-ProductReview,7,2,0,6.0,0.0,0.0
IN,ProductReview,9126,1944,1489,4533.6,10.0,182.72
IN,Review-variations,3549,204,128,714.1,0.0,0.0
IN,Trust,783,27,19,141.0,0.0,0.0
IQ,BrandProtection,4,0,0,0.0,0.0,0.0
IQ,Competitors,5,0,0,0.0,0.0,0.0
IQ,Features,14,0,0,0.0,0.0,0.0
IQ,ProductReview,22,1,1,2.1,0.0,0.0
IQ,Review-variations,13,0,0,0.0,0.0,0.0
IQ,Trust,0,0,0,0.0,0.0,0.0
IS,BrandProtection,1,0,0,0.0,0.0,0.0
IS,Competitors,2,0,0,0.0,0.0,0.0
IS,Features,6,0,0,0.0,0.0,0.0
IS,ProductReview,22,4,3,8.0,0.0,0.0
IS,Review-variations,15,1,1,2.82,0.0,0.0
IS,Trust,3,0,0,0.0,0.0,0.0
IT,BrandProtection,245,5,5,1.0,0.0,0.0
IT,Competitors,580,30,11,85.5,0.0,0.0
IT,Features,407,19,12,92.6,0.0,0.0
IT,ProductReview,734,102,74,277.9,3.0,60.89
IT,Review-variations,248,13,7,39.64,0.0,0.0
IT,Trust,128,8,5,36.0,0.0,0.0
JE,BrandProtection,1,0,0,0.0,0.0,0.0
JE,Features,1,0,0,0.0,0.0,0.0
JE,ProductReview,0,0,0,0.0,0.0,0.0
JE,Review-variations,0,0,0,0.0,0.0,0.0
JM,BrandProtection,6,0,0,0.0,0.0,0.0
JM,Competitors,2,0,0,0.0,0.0,0.0
JM,Features,3,0,0,0.0,0.0,0.0
JM,ProductReview,22,1,1,2.0,0.0,0.0
